Year,StateFIPS,CongressionalDistrict,StateName,StateAbbreviation,ACSKey,ACSCount
2010,39,8,"Ohio","OH","Female45To64",92732
2010,39,8,"Ohio","OH","Female65To74",25794
2010,39,8,"Ohio","OH","Female75AndOver",23841
2010,39,8,"Ohio","OH","Male18To24",31895
2010,39,8,"Ohio","OH","Male25To44",81341
2010,39,8,"Ohio","OH","Male45To64",88417
2010,39,8,"Ohio","OH","Male65To74",21844
2010,39,8,"Ohio","OH","Male75AndOver",15945
2010,39,9,"Ohio","OH","FemaleWhiteNonHispanic18To24",21873
2010,39,9,"Ohio","OH","FemaleWhiteNonHispanic25To44",55073
2010,39,9,"Ohio","OH","FemaleWhiteNonHispanic45To64",72485
2010,39,9,"Ohio","OH","FemaleWhiteNonHispanic65To74",20950
2010,39,9,"Ohio","OH","FemaleWhiteNonHispanic75AndOver",22722
2010,39,9,"Ohio","OH","MaleWhiteNonHispanic18To24",21468
2010,39,9,"Ohio","OH","MaleWhiteNonHispanic25To44",56664
2010,39,9,"Ohio","OH","MaleWhiteNonHispanic45To64",70787
2010,39,9,"Ohio","OH","MaleWhiteNonHispanic65To74",18464
2010,39,9,"Ohio","OH","MaleWhiteNonHispanic75AndOver",14402
2010,39,9,"Ohio","OH","Female18To24",31310
2010,39,9,"Ohio","OH","Female25To44",74484
2010,39,9,"Ohio","OH","Female45To64",88696
2010,39,9,"Ohio","OH","Female65To74",24576
2010,39,9,"Ohio","OH","Female75AndOver",25890
2010,39,9,"Ohio","OH","Male18To24",30196
2010,39,9,"Ohio","OH","Male25To44",75147
2010,39,9,"Ohio","OH","Male45To64",86367
2010,39,9,"Ohio","OH","Male65To74",20998
2010,39,9,"Ohio","OH","Male75AndOver",16335
2010,39,10,"Ohio","OH","FemaleWhiteNonHispanic18To24",18212
2010,39,10,"Ohio","OH","FemaleWhiteNonHispanic25To44",62232
2010,39,10,"Ohio","OH","FemaleWhiteNonHispanic45To64",73765
2010,39,10,"Ohio","OH","FemaleWhiteNonHispanic65To74",22311
2010,39,10,"Ohio","OH","FemaleWhiteNonHispanic75AndOver",28845
2010,39,10,"Ohio","OH","MaleWhiteNonHispanic18To24",19951
2010,39,10,"Ohio","OH","MaleWhiteNonHispanic25To44",61692
2010,39,10,"Ohio","OH","MaleWhiteNonHispanic45To64",73010
2010,39,10,"Ohio","OH","MaleWhiteNonHispanic65To74",16719
2010,39,10,"Ohio","OH","MaleWhiteNonHispanic75AndOver",16597
2010,39,10,"Ohio","OH","Female18To24",25558
2010,39,10,"Ohio","OH","Female25To44",78693
2010,39,10,"Ohio","OH","Female45To64",85718
2010,39,10,"Ohio","OH","Female65To74",24563
2010,39,10,"Ohio","OH","Female75AndOver",30624
2010,39,10,"Ohio","OH","Male18To24",26055
2010,39,10,"Ohio","OH","Male25To44",77705
2010,39,10,"Ohio","OH","Male45To64",84856
2010,39,10,"Ohio","OH","Male65To74",18594
2010,39,10,"Ohio","OH","Male75AndOver",18103
2010,39,11,"Ohio","OH","FemaleWhiteNonHispanic18To24",7991
2010,39,11,"Ohio","OH","FemaleWhiteNonHispanic25To44",20905
2010,39,11,"Ohio","OH","FemaleWhiteNonHispanic45To64",28357
2010,39,11,"Ohio","OH","FemaleWhiteNonHispanic65To74",9131
2010,39,11,"Ohio","OH","FemaleWhiteNonHispanic75AndOver",14828
2010,39,11,"Ohio","OH","MaleWhiteNonHispanic18To24",7808
2010,39,11,"Ohio","OH","MaleWhiteNonHispanic25To44",22357
2010,39,11,"Ohio","OH","MaleWhiteNonHispanic45To64",27495
2010,39,11,"Ohio","OH","MaleWhiteNonHispanic65To74",7928
2010,39,11,"Ohio","OH","MaleWhiteNonHispanic75AndOver",8014
2010,39,11,"Ohio","OH","Female18To24",27322
2010,39,11,"Ohio","OH","Female25To44",70844
2010,39,11,"Ohio","OH","Female45To64",80628
2010,39,11,"Ohio","OH","Female65To74",22843
2010,39,11,"Ohio","OH","Female75AndOver",27856
2010,39,11,"Ohio","OH","Male18To24",26243
2010,39,11,"Ohio","OH","Male25To44",60652
2010,39,11,"Ohio","OH","Male45To64",66944
2010,39,11,"Ohio","OH","Male65To74",17273
2010,39,11,"Ohio","OH","Male75AndOver",14537
2010,39,12,"Ohio","OH","FemaleWhiteNonHispanic18To24",22338
2010,39,12,"Ohio","OH","FemaleWhiteNonHispanic25To44",71533
2010,39,12,"Ohio","OH","FemaleWhiteNonHispanic45To64",77737
2010,39,12,"Ohio","OH","FemaleWhiteNonHispanic65To74",18587
2010,39,12,"Ohio","OH","FemaleWhiteNonHispanic75AndOver",16786
2010,39,12,"Ohio","OH","MaleWhiteNonHispanic18To24",23892
2010,39,12,"Ohio","OH","MaleWhiteNonHispanic25To44",68502
2010,39,12,"Ohio","OH","MaleWhiteNonHispanic45To64",73195
2010,39,12,"Ohio","OH","MaleWhiteNonHispanic65To74",16852
2010,39,12,"Ohio","OH","MaleWhiteNonHispanic75AndOver",10622
2010,39,12,"Ohio","OH","Female18To24",34187
2010,39,12,"Ohio","OH","Female25To44",110744
2010,39,12,"Ohio","OH","Female45To64",104441
2010,39,12,"Ohio","OH","Female65To74",25912
2010,39,12,"Ohio","OH","Female75AndOver",21256
2010,39,12,"Ohio","OH","Male18To24",34010
2010,39,12,"Ohio","OH","Male25To44",101822
2010,39,12,"Ohio","OH","Male45To64",96377
2010,39,12,"Ohio","OH","Male65To74",21461
2010,39,12,"Ohio","OH","Male75AndOver",13158
2010,39,13,"Ohio","OH","FemaleWhiteNonHispanic18To24",16243
2010,39,13,"Ohio","OH","FemaleWhiteNonHispanic25To44",63076
2010,39,13,"Ohio","OH","FemaleWhiteNonHispanic45To64",79691
2010,39,13,"Ohio","OH","FemaleWhiteNonHispanic65To74",22893
2010,39,13,"Ohio","OH","FemaleWhiteNonHispanic75AndOver",25857
2010,39,13,"Ohio","OH","MaleWhiteNonHispanic18To24",17610
2010,39,13,"Ohio","OH","MaleWhiteNonHispanic25To44",60185
2010,39,13,"Ohio","OH","MaleWhiteNonHispanic45To64",73965
2010,39,13,"Ohio","OH","MaleWhiteNonHispanic65To74",18301
2010,39,13,"Ohio","OH","MaleWhiteNonHispanic75AndOver",16467
2010,39,13,"Ohio","OH","Female18To24",23543
2010,39,13,"Ohio","OH","Female25To44",80731
2010,39,13,"Ohio","OH","Female45To64",96165
2010,39,13,"Ohio","OH","Female65To74",26568
2010,39,13,"Ohio","OH","Female75AndOver",29511
2010,39,13,"Ohio","OH","Male18To24",23728
2010,39,13,"Ohio","OH","Male25To44",75435
2010,39,13,"Ohio","OH","Male45To64",88635
2010,39,13,"Ohio","OH","Male65To74",21396
2010,39,13,"Ohio","OH","Male75AndOver",19006
2010,39,14,"Ohio","OH","FemaleWhiteNonHispanic18To24",20434
2010,39,14,"Ohio","OH","FemaleWhiteNonHispanic25To44",67960
2010,39,14,"Ohio","OH","FemaleWhiteNonHispanic45To64",93520
2010,39,14,"Ohio","OH","FemaleWhiteNonHispanic65To74",25880
2010,39,14,"Ohio","OH","FemaleWhiteNonHispanic75AndOver",27643
2010,39,14,"Ohio","OH","MaleWhiteNonHispanic18To24",22197
2010,39,14,"Ohio","OH","MaleWhiteNonHispanic25To44",67758
2010,39,14,"Ohio","OH","MaleWhiteNonHispanic45To64",91222
2010,39,14,"Ohio","OH","MaleWhiteNonHispanic65To74",23869
2010,39,14,"Ohio","OH","MaleWhiteNonHispanic75AndOver",17385
2010,39,14,"Ohio","OH","Female18To24",22358
2010,39,14,"Ohio","OH","Female25To44",77247
2010,39,14,"Ohio","OH","Female45To64",100207
2010,39,14,"Ohio","OH","Female65To74",26931
2010,39,14,"Ohio","OH","Female75AndOver",28527
2010,39,14,"Ohio","OH","Male18To24",25867
2010,39,14,"Ohio","OH","Male25To44",77605
2010,39,14,"Ohio","OH","Male45To64",97742
2010,39,14,"Ohio","OH","Male65To74",25126
2010,39,14,"Ohio","OH","Male75AndOver",17967
2010,39,15,"Ohio","OH","FemaleWhiteNonHispanic18To24",34407
2010,39,15,"Ohio","OH","FemaleWhiteNonHispanic25To44",81890
2010,39,15,"Ohio","OH","FemaleWhiteNonHispanic45To64",71251
2010,39,15,"Ohio","OH","FemaleWhiteNonHispanic65To74",18401
2010,39,15,"Ohio","OH","FemaleWhiteNonHispanic75AndOver",17924
2010,39,15,"Ohio","OH","MaleWhiteNonHispanic18To24",33515
2010,39,15,"Ohio","OH","MaleWhiteNonHispanic25To44",86707
2010,39,15,"Ohio","OH","MaleWhiteNonHispanic45To64",68394
2010,39,15,"Ohio","OH","MaleWhiteNonHispanic65To74",13605
2010,39,15,"Ohio","OH","MaleWhiteNonHispanic75AndOver",10833
2010,39,15,"Ohio","OH","Female18To24",44241
2010,39,15,"Ohio","OH","Female25To44",103141
2010,39,15,"Ohio","OH","Female45To64",81931
2010,39,15,"Ohio","OH","Female65To74",19374
2010,39,15,"Ohio","OH","Female75AndOver",18951
2010,39,15,"Ohio","OH","Male18To24",43811
2010,39,15,"Ohio","OH","Male25To44",111074
2010,39,15,"Ohio","OH","Male45To64",77548
2010,39,15,"Ohio","OH","Male65To74",14818
2010,39,15,"Ohio","OH","Male75AndOver",11488
2010,39,16,"Ohio","OH","FemaleWhiteNonHispanic18To24",24835
2010,39,16,"Ohio","OH","FemaleWhiteNonHispanic25To44",69764
2010,39,16,"Ohio","OH","FemaleWhiteNonHispanic45To64",88321
2010,39,16,"Ohio","OH","FemaleWhiteNonHispanic65To74",26510
2010,39,16,"Ohio","OH","FemaleWhiteNonHispanic75AndOver",28317
2010,39,16,"Ohio","OH","MaleWhiteNonHispanic18To24",25126
2010,39,16,"Ohio","OH","MaleWhiteNonHispanic25To44",67730
2010,39,16,"Ohio","OH","MaleWhiteNonHispanic45To64",84083
2010,39,16,"Ohio","OH","MaleWhiteNonHispanic65To74",23537
2010,39,16,"Ohio","OH","MaleWhiteNonHispanic75AndOver",17656
2010,39,16,"Ohio","OH","Female18To24",28052
2010,39,16,"Ohio","OH","Female25To44",76279
2010,39,16,"Ohio","OH","Female45To64",95768
2010,39,16,"Ohio","OH","Female65To74",27769
2010,39,16,"Ohio","OH","Female75AndOver",29406
2010,39,16,"Ohio","OH","Male18To24",29655
2010,39,16,"Ohio","OH","Male25To44",74191
2010,39,16,"Ohio","OH","Male45To64",90744
2010,39,16,"Ohio","OH","Male65To74",24966
2010,39,16,"Ohio","OH","Male75AndOver",18066
2010,39,17,"Ohio","OH","FemaleWhiteNonHispanic18To24",27051
2010,39,17,"Ohio","OH","FemaleWhiteNonHispanic25To44",57337
2010,39,17,"Ohio","OH","FemaleWhiteNonHispanic45To64",75938
2010,39,17,"Ohio","OH","FemaleWhiteNonHispanic65To74",24123
2010,39,17,"Ohio","OH","FemaleWhiteNonHispanic75AndOver",26113
2010,39,17,"Ohio","OH","MaleWhiteNonHispanic18To24",26569
2010,39,17,"Ohio","OH","MaleWhiteNonHispanic25To44",57991
2010,39,17,"Ohio","OH","MaleWhiteNonHispanic45To64",71246
2010,39,17,"Ohio","OH","MaleWhiteNonHispanic65To74",20410
2010,39,17,"Ohio","OH","MaleWhiteNonHispanic75AndOver",16583
2010,39,17,"Ohio","OH","Female18To24",33873
2010,39,17,"Ohio","OH","Female25To44",71167
2010,39,17,"Ohio","OH","Female45To64",87164
2010,39,17,"Ohio","OH","Female65To74",27602
2010,39,17,"Ohio","OH","Female75AndOver",28339
2010,39,17,"Ohio","OH","Male18To24",34936
2010,39,17,"Ohio","OH","Male25To44",70501
2010,39,17,"Ohio","OH","Male45To64",81512
2010,39,17,"Ohio","OH","Male65To74",23088
2010,39,17,"Ohio","OH","Male75AndOver",17885
2010,39,18,"Ohio","OH","FemaleWhiteNonHispanic18To24",26742
2010,39,18,"Ohio","OH","FemaleWhiteNonHispanic25To44",75162
2010,39,18,"Ohio","OH","FemaleWhiteNonHispanic45To64",88026
2010,39,18,"Ohio","OH","FemaleWhiteNonHispanic65To74",28310
2010,39,18,"Ohio","OH","FemaleWhiteNonHispanic75AndOver",26731
2010,39,18,"Ohio","OH","MaleWhiteNonHispanic18To24",26782
2010,39,18,"Ohio","OH","MaleWhiteNonHispanic25To44",73665
2010,39,18,"Ohio","OH","MaleWhiteNonHispanic45To64",85300
2010,39,18,"Ohio","OH","MaleWhiteNonHispanic65To74",25218
2010,39,18,"Ohio","OH","MaleWhiteNonHispanic75AndOver",17487
2010,39,18,"Ohio","OH","Female18To24",27615
2010,39,18,"Ohio","OH","Female25To44",79162
2010,39,18,"Ohio","OH","Female45To64",90858
2010,39,18,"Ohio","OH","Female65To74",29462
2010,39,18,"Ohio","OH","Female75AndOver",27241
2010,39,18,"Ohio","OH","Male18To24",28900
2010,39,18,"Ohio","OH","Male25To44",79124
2010,39,18,"Ohio","OH","Male45To64",89318
2010,39,18,"Ohio","OH","Male65To74",25895
2010,39,18,"Ohio","OH","Male75AndOver",17684
2010,40,1,"Oklahoma","OK","FemaleWhiteNonHispanic18To24",21250
2010,40,1,"Oklahoma","OK","FemaleWhiteNonHispanic25To44",65771
2010,40,1,"Oklahoma","OK","FemaleWhiteNonHispanic45To64",76664
2010,40,1,"Oklahoma","OK","FemaleWhiteNonHispanic65To74",23485
2010,40,1,"Oklahoma","OK","FemaleWhiteNonHispanic75AndOver",23855
2010,40,1,"Oklahoma","OK","MaleWhiteNonHispanic18To24",20177
2010,40,1,"Oklahoma","OK","MaleWhiteNonHispanic25To44",65351
2010,40,1,"Oklahoma","OK","MaleWhiteNonHispanic45To64",71638
2010,40,1,"Oklahoma","OK","MaleWhiteNonHispanic65To74",19920
2010,40,1,"Oklahoma","OK","MaleWhiteNonHispanic75AndOver",14967
2010,40,1,"Oklahoma","OK","Female18To24",35250
2010,40,1,"Oklahoma","OK","Female25To44",103088
2010,40,1,"Oklahoma","OK","Female45To64",100200
2010,40,1,"Oklahoma","OK","Female65To74",28303
2010,40,1,"Oklahoma","OK","Female75AndOver",27309
2010,40,1,"Oklahoma","OK","Male18To24",34444
2010,40,1,"Oklahoma","OK","Male25To44",102517
2010,40,1,"Oklahoma","OK","Male45To64",92571
2010,40,1,"Oklahoma","OK","Male65To74",23663
2010,40,1,"Oklahoma","OK","Male75AndOver",16633
2010,40,2,"Oklahoma","OK","FemaleWhiteNonHispanic18To24",18826
2010,40,2,"Oklahoma","OK","FemaleWhiteNonHispanic25To44",55476
2010,40,2,"Oklahoma","OK","FemaleWhiteNonHispanic45To64",74072
2010,40,2,"Oklahoma","OK","FemaleWhiteNonHispanic65To74",28420
2010,40,2,"Oklahoma","OK","FemaleWhiteNonHispanic75AndOver",24521
2010,40,2,"Oklahoma","OK","MaleWhiteNonHispanic18To24",20394
2010,40,2,"Oklahoma","OK","MaleWhiteNonHispanic25To44",56042
2010,40,2,"Oklahoma","OK","MaleWhiteNonHispanic45To64",72227
2010,40,2,"Oklahoma","OK","MaleWhiteNonHispanic65To74",25946
2010,40,2,"Oklahoma","OK","MaleWhiteNonHispanic75AndOver",17278
2010,40,2,"Oklahoma","OK","Female18To24",31934
2010,40,2,"Oklahoma","OK","Female25To44",87223
2010,40,2,"Oklahoma","OK","Female45To64",98063
2010,40,2,"Oklahoma","OK","Female65To74",35466
2010,40,2,"Oklahoma","OK","Female75AndOver",29836
2010,40,2,"Oklahoma","OK","Male18To24",34850
2010,40,2,"Oklahoma","OK","Male25To44",88183
2010,40,2,"Oklahoma","OK","Male45To64",97469
2010,40,2,"Oklahoma","OK","Male65To74",31414
2010,40,2,"Oklahoma","OK","Male75AndOver",20630
2010,40,3,"Oklahoma","OK","FemaleWhiteNonHispanic18To24",26418
2010,40,3,"Oklahoma","OK","FemaleWhiteNonHispanic25To44",64708
2010,40,3,"Oklahoma","OK","FemaleWhiteNonHispanic45To64",79590
2010,40,3,"Oklahoma","OK","FemaleWhiteNonHispanic65To74",27027
2010,40,3,"Oklahoma","OK","FemaleWhiteNonHispanic75AndOver",25556
2010,40,3,"Oklahoma","OK","MaleWhiteNonHispanic18To24",28720
2010,40,3,"Oklahoma","OK","MaleWhiteNonHispanic25To44",68095
2010,40,3,"Oklahoma","OK","MaleWhiteNonHispanic45To64",79512
2010,40,3,"Oklahoma","OK","MaleWhiteNonHispanic65To74",24554
2010,40,3,"Oklahoma","OK","MaleWhiteNonHispanic75AndOver",17475
2010,40,3,"Oklahoma","OK","Female18To24",37420
2010,40,3,"Oklahoma","OK","Female25To44",84143
2010,40,3,"Oklahoma","OK","Female45To64",96106
2010,40,3,"Oklahoma","OK","Female65To74",30160
2010,40,3,"Oklahoma","OK","Female75AndOver",28204
2010,40,3,"Oklahoma","OK","Male18To24",42266
2010,40,3,"Oklahoma","OK","Male25To44",94325
2010,40,3,"Oklahoma","OK","Male45To64",94771
2010,40,3,"Oklahoma","OK","Male65To74",27803
2010,40,3,"Oklahoma","OK","Male75AndOver",19073
2010,40,4,"Oklahoma","OK","FemaleWhiteNonHispanic18To24",29652
2010,40,4,"Oklahoma","OK","FemaleWhiteNonHispanic25To44",71486
2010,40,4,"Oklahoma","OK","FemaleWhiteNonHispanic45To64",83420
2010,40,4,"Oklahoma","OK","FemaleWhiteNonHispanic65To74",25833
2010,40,4,"Oklahoma","OK","FemaleWhiteNonHispanic75AndOver",23040
2010,40,4,"Oklahoma","OK","MaleWhiteNonHispanic18To24",29925
2010,40,4,"Oklahoma","OK","MaleWhiteNonHispanic25To44",74639
2010,40,4,"Oklahoma","OK","MaleWhiteNonHispanic45To64",79068
2010,40,4,"Oklahoma","OK","MaleWhiteNonHispanic65To74",22912
2010,40,4,"Oklahoma","OK","MaleWhiteNonHispanic75AndOver",15591
2010,40,4,"Oklahoma","OK","Female18To24",41191
2010,40,4,"Oklahoma","OK","Female25To44",101451
2010,40,4,"Oklahoma","OK","Female45To64",104805
2010,40,4,"Oklahoma","OK","Female65To74",30107
2010,40,4,"Oklahoma","OK","Female75AndOver",25691
2010,40,4,"Oklahoma","OK","Male18To24",44257
2010,40,4,"Oklahoma","OK","Male25To44",103643
2010,40,4,"Oklahoma","OK","Male45To64",97294
2010,40,4,"Oklahoma","OK","Male65To74",26551
2010,40,4,"Oklahoma","OK","Male75AndOver",17618
2010,40,5,"Oklahoma","OK","FemaleWhiteNonHispanic18To24",21719
2010,40,5,"Oklahoma","OK","FemaleWhiteNonHispanic25To44",59933
2010,40,5,"Oklahoma","OK","FemaleWhiteNonHispanic45To64",66731
2010,40,5,"Oklahoma","OK","FemaleWhiteNonHispanic65To74",20444
2010,40,5,"Oklahoma","OK","FemaleWhiteNonHispanic75AndOver",22173
2010,40,5,"Oklahoma","OK","MaleWhiteNonHispanic18To24",20802
2010,40,5,"Oklahoma","OK","MaleWhiteNonHispanic25To44",60394
2010,40,5,"Oklahoma","OK","MaleWhiteNonHispanic45To64",63945
2010,40,5,"Oklahoma","OK","MaleWhiteNonHispanic65To74",17749
2010,40,5,"Oklahoma","OK","MaleWhiteNonHispanic75AndOver",13702
2010,40,5,"Oklahoma","OK","Female18To24",40123
2010,40,5,"Oklahoma","OK","Female25To44",103535
2010,40,5,"Oklahoma","OK","Female45To64",95693
2010,40,5,"Oklahoma","OK","Female65To74",26335
2010,40,5,"Oklahoma","OK","Female75AndOver",26147
2010,40,5,"Oklahoma","OK","Male18To24",39830
2010,40,5,"Oklahoma","OK","Male25To44",103812
2010,40,5,"Oklahoma","OK","Male45To64",90532
2010,40,5,"Oklahoma","OK","Male65To74",22372
2010,40,5,"Oklahoma","OK","Male75AndOver",16474
2010,41,1,"Oregon","OR","FemaleWhiteNonHispanic18To24",26246
2010,41,1,"Oregon","OR","FemaleWhiteNonHispanic25To44",83915
2010,41,1,"Oregon","OR","FemaleWhiteNonHispanic45To64",90560
2010,41,1,"Oregon","OR","FemaleWhiteNonHispanic65To74",23542
2010,41,1,"Oregon","OR","FemaleWhiteNonHispanic75AndOver",23770
2010,41,1,"Oregon","OR","MaleWhiteNonHispanic18To24",23418
2010,41,1,"Oregon","OR","MaleWhiteNonHispanic25To44",84430
2010,41,1,"Oregon","OR","MaleWhiteNonHispanic45To64",86993
2010,41,1,"Oregon","OR","MaleWhiteNonHispanic65To74",21093
2010,41,1,"Oregon","OR","MaleWhiteNonHispanic75AndOver",14613
2010,41,1,"Oregon","OR","Female18To24",36713
2010,41,1,"Oregon","OR","Female25To44",118594
2010,41,1,"Oregon","OR","Female45To64",107255
2010,41,1,"Oregon","OR","Female65To74",26284
2010,41,1,"Oregon","OR","Female75AndOver",25176
2010,41,1,"Oregon","OR","Male18To24",35220
2010,41,1,"Oregon","OR","Male25To44",121867
2010,41,1,"Oregon","OR","Male45To64",103772
2010,41,1,"Oregon","OR","Male65To74",23097
2010,41,1,"Oregon","OR","Male75AndOver",15549
2010,41,2,"Oregon","OR","FemaleWhiteNonHispanic18To24",22872
2010,41,2,"Oregon","OR","FemaleWhiteNonHispanic25To44",69607
2010,41,2,"Oregon","OR","FemaleWhiteNonHispanic45To64",100648
2010,41,2,"Oregon","OR","FemaleWhiteNonHispanic65To74",33828
2010,41,2,"Oregon","OR","FemaleWhiteNonHispanic75AndOver",31860
2010,41,2,"Oregon","OR","MaleWhiteNonHispanic18To24",23906
2010,41,2,"Oregon","OR","MaleWhiteNonHispanic25To44",71744
2010,41,2,"Oregon","OR","MaleWhiteNonHispanic45To64",94503
2010,41,2,"Oregon","OR","MaleWhiteNonHispanic65To74",32446
2010,41,2,"Oregon","OR","MaleWhiteNonHispanic75AndOver",23572
2010,41,2,"Oregon","OR","Female18To24",30299
2010,41,2,"Oregon","OR","Female25To44",86655
2010,41,2,"Oregon","OR","Female45To64",113876
2010,41,2,"Oregon","OR","Female65To74",36008
2010,41,2,"Oregon","OR","Female75AndOver",34032
2010,41,2,"Oregon","OR","Male18To24",32926
2010,41,2,"Oregon","OR","Male25To44",92329
2010,41,2,"Oregon","OR","Male45To64",107782
2010,41,2,"Oregon","OR","Male65To74",34981
2010,41,2,"Oregon","OR","Male75AndOver",24583
2010,41,3,"Oregon","OR","FemaleWhiteNonHispanic18To24",22540
2010,41,3,"Oregon","OR","FemaleWhiteNonHispanic25To44",89478
2010,41,3,"Oregon","OR","FemaleWhiteNonHispanic45To64",80261
2010,41,3,"Oregon","OR","FemaleWhiteNonHispanic65To74",20329
2010,41,3,"Oregon","OR","FemaleWhiteNonHispanic75AndOver",20622
2010,41,3,"Oregon","OR","MaleWhiteNonHispanic18To24",23152
2010,41,3,"Oregon","OR","MaleWhiteNonHispanic25To44",91092
2010,41,3,"Oregon","OR","MaleWhiteNonHispanic45To64",80103
2010,41,3,"Oregon","OR","MaleWhiteNonHispanic65To74",17583
2010,41,3,"Oregon","OR","MaleWhiteNonHispanic75AndOver",12495
2010,41,3,"Oregon","OR","Female18To24",33565
2010,41,3,"Oregon","OR","Female25To44",123216
2010,41,3,"Oregon","OR","Female45To64",98804
2010,41,3,"Oregon","OR","Female65To74",24373
2010,41,3,"Oregon","OR","Female75AndOver",23092
2010,41,3,"Oregon","OR","Male18To24",34965
2010,41,3,"Oregon","OR","Male25To44",124757
2010,41,3,"Oregon","OR","Male45To64",98359
2010,41,3,"Oregon","OR","Male65To74",21328
2010,41,3,"Oregon","OR","Male75AndOver",13858
2010,41,4,"Oregon","OR","FemaleWhiteNonHispanic18To24",30768
2010,41,4,"Oregon","OR","FemaleWhiteNonHispanic25To44",71352
2010,41,4,"Oregon","OR","FemaleWhiteNonHispanic45To64",99236
2010,41,4,"Oregon","OR","FemaleWhiteNonHispanic65To74",33707
2010,41,4,"Oregon","OR","FemaleWhiteNonHispanic75AndOver",31593
2010,41,4,"Oregon","OR","MaleWhiteNonHispanic18To24",33027
2010,41,4,"Oregon","OR","MaleWhiteNonHispanic25To44",72038
2010,41,4,"Oregon","OR","MaleWhiteNonHispanic45To64",95833
2010,41,4,"Oregon","OR","MaleWhiteNonHispanic65To74",31631
2010,41,4,"Oregon","OR","MaleWhiteNonHispanic75AndOver",23688
2010,41,4,"Oregon","OR","Female18To24",37610
2010,41,4,"Oregon","OR","Female25To44",84775
2010,41,4,"Oregon","OR","Female45To64",109945
2010,41,4,"Oregon","OR","Female65To74",35673
2010,41,4,"Oregon","OR","Female75AndOver",33131
2010,41,4,"Oregon","OR","Male18To24",41675
2010,41,4,"Oregon","OR","Male25To44",84887
2010,41,4,"Oregon","OR","Male45To64",105859
2010,41,4,"Oregon","OR","Male65To74",32599
2010,41,4,"Oregon","OR","Male75AndOver",24580
2010,41,5,"Oregon","OR","FemaleWhiteNonHispanic18To24",26523
2010,41,5,"Oregon","OR","FemaleWhiteNonHispanic25To44",67473
2010,41,5,"Oregon","OR","FemaleWhiteNonHispanic45To64",95535
2010,41,5,"Oregon","OR","FemaleWhiteNonHispanic65To74",27794
2010,41,5,"Oregon","OR","FemaleWhiteNonHispanic75AndOver",28184
2010,41,5,"Oregon","OR","MaleWhiteNonHispanic18To24",26365
2010,41,5,"Oregon","OR","MaleWhiteNonHispanic25To44",67239
2010,41,5,"Oregon","OR","MaleWhiteNonHispanic45To64",87790
2010,41,5,"Oregon","OR","MaleWhiteNonHispanic65To74",25308
2010,41,5,"Oregon","OR","MaleWhiteNonHispanic75AndOver",18853
2010,41,5,"Oregon","OR","Female18To24",36387
2010,41,5,"Oregon","OR","Female25To44",93149
2010,41,5,"Oregon","OR","Female45To64",108858
2010,41,5,"Oregon","OR","Female65To74",29827
2010,41,5,"Oregon","OR","Female75AndOver",29932
2010,41,5,"Oregon","OR","Male18To24",38200
2010,41,5,"Oregon","OR","Male25To44",92607
2010,41,5,"Oregon","OR","Male45To64",102647
2010,41,5,"Oregon","OR","Male65To74",27146
2010,41,5,"Oregon","OR","Male75AndOver",19644
2010,42,1,"Pennsylvania","PA","FemaleWhiteNonHispanic18To24",11366
2010,42,1,"Pennsylvania","PA","FemaleWhiteNonHispanic25To44",24717
2010,42,1,"Pennsylvania","PA","FemaleWhiteNonHispanic45To64",21326
2010,42,1,"Pennsylvania","PA","FemaleWhiteNonHispanic65To74",6730
2010,42,1,"Pennsylvania","PA","FemaleWhiteNonHispanic75AndOver",8049
2010,42,1,"Pennsylvania","PA","MaleWhiteNonHispanic18To24",11316
2010,42,1,"Pennsylvania","PA","MaleWhiteNonHispanic25To44",27473
2010,42,1,"Pennsylvania","PA","MaleWhiteNonHispanic45To64",22696
2010,42,1,"Pennsylvania","PA","MaleWhiteNonHispanic65To74",5924
2010,42,1,"Pennsylvania","PA","MaleWhiteNonHispanic75AndOver",5889
2010,42,1,"Pennsylvania","PA","Female18To24",42066
2010,42,1,"Pennsylvania","PA","Female25To44",98457
2010,42,1,"Pennsylvania","PA","Female45To64",81713
2010,42,1,"Pennsylvania","PA","Female65To74",20984
2010,42,1,"Pennsylvania","PA","Female75AndOver",19342
2010,42,1,"Pennsylvania","PA","Male18To24",38324
2010,42,1,"Pennsylvania","PA","Male25To44",90199
2010,42,1,"Pennsylvania","PA","Male45To64",69256
2010,42,1,"Pennsylvania","PA","Male65To74",15437
2010,42,1,"Pennsylvania","PA","Male75AndOver",12142
2010,42,2,"Pennsylvania","PA","FemaleWhiteNonHispanic18To24",21988
2010,42,2,"Pennsylvania","PA","FemaleWhiteNonHispanic25To44",31531
2010,42,2,"Pennsylvania","PA","FemaleWhiteNonHispanic45To64",23121
2010,42,2,"Pennsylvania","PA","FemaleWhiteNonHispanic65To74",8310
2010,42,2,"Pennsylvania","PA","FemaleWhiteNonHispanic75AndOver",8736
2010,42,2,"Pennsylvania","PA","MaleWhiteNonHispanic18To24",20653
2010,42,2,"Pennsylvania","PA","MaleWhiteNonHispanic25To44",28972
2010,42,2,"Pennsylvania","PA","MaleWhiteNonHispanic45To64",22298
2010,42,2,"Pennsylvania","PA","MaleWhiteNonHispanic65To74",5976
2010,42,2,"Pennsylvania","PA","MaleWhiteNonHispanic75AndOver",5271
